word,value
airflow,13
airflows,14
airfoil,10
airfoils,11
airframe,13
airframes,14
airfreight,17
airgraph,14
airgraphs,15
airhead,11
airheads,12
airhole,10
airholes,11
airier,6
airiest,7
airily,9
airiness,8
airing,7
airings,8
airless,7
airlift,10
airlifted,13
airlifting,14
airlifts,11
airline,7
airliner,8
airliners,9
airlines,8
airman,8
airmanship,17
airmen,8
airn,4
airned,7
airning,8
airns,5
airplane,10
airplanes,11
airplay,12
airport,9
airports,10
airs,4
airscrew,13
airscrews,14
airshaft,14
airshafts,15
airship,12
airships,13
airsick,13
airside,8
airspace,12
airspaces,13
airspeed,11
airstream,11
airstrip,10
airstrips,11
airt,4
airted,7
airtight,12
airtime,9
airtimes,10
airting,8
airts,5
airward,11
airwards,12
airwave,13
airwaves,14
airway,12
airways,13
airwoman,13
airwomen,13
airworthy,18
airy,7
ais,3
aisle,5
aisled,7
aisles,6
aisling,8
ait,3
aitch,10
aitchbone,16
aitchbones,17
aitches,12
aits,4
aitu,4
aitus,5
aizle,14
aizles,15
ajar,11
ajee,11
ajowan,16
ajowans,17
ajutage,15
ajutages,16
ajwan,15
ajwans,16
akaryote,15
akaryotes,16
ake,7
aked,9
akee,8
akees,9
akene,9
akenes,10
akes,8
akimbo,14
akin,8
akinesia,12
akinesias,13
akinesis,12
aking,10
akvavit,17
akvavits,18
ala,3
alaap,7
alabamine,13
alabandine,13
alabandite,13
alabaster,11
alabasters,12
alablaster,12
alack,11
alacks,12
alacrity,13
alae,4
alalia,6
alameda,10
alamedas,11
alamode,10
alamort,9
aland,6
alang,6
alangs,7
alanine,7
alannah,10
alannahs,11
alap,6
alapa,7
alar,4
alarm,7
alarmed,10
alarmedly,15
alarming,11
alarmingly,16
alarmism,12
alarmist,10
alarmists,11
alarms,8
alarum,8
alarumed,11
alaruming,12
alarums,9
alary,8
alas,4
alases,6
alastrim,10
alate,5
alated,7
alay,7
alayed,10
alaying,11
alays,8
alb,5
albacore,12
albacores,13
albarelli,11
albarello,11
albarellos,12
albata,8
albatross,11
albe,6
albedo,9
albedos,10
albee,7
albeit,8
albert,8
albertite,11
alberts,9
albescence,16
albescent,13
albespine,13
albespines,14
albespyne,16
albespynes,17
albicore,12
albicores,13
albiness,10
albinic,11
albinism,12
albinistic,14
albino,8
albinoism,13
albinos,9
albinotic,13
albite,8
albitic,11
albs,6
albugo,9
albugos,10
album,9
albumen,11
albumenise,14
albumenize,23
albumin,11
albuminate,14
albuminise,14
albuminize,23
albuminoid,15
albuminous,14
albums,10
alburnous,11
alburnum,12
alcahest,13
alcaide,10
alcaides,11
alcalde,10
alcaldes,11
alcarraza,20
alcarrazas,21
alcatras,10
alcatrases,12
alcayde,13
alcaydes,14
alchemic,17
alchemical,19
alchemise,16
alchemised,18
alchemises,17
alchemist,16
alchemists,17
alchemize,25
alchemized,27
alchemizes,26
alchemy,17
alchera,12
alcheringa,16
alchymy,20
alcohol,12
alcoholic,16
alcoholics,17
alcoholise,15
alcoholism,17
alcoholize,24
alcohols,13
alcopop,13
alcopops,14
alcorza,18
alcorzas,19
alcove,11
alcoves,12
aldea,6
aldehyde,16
alder,6
alderman,11
aldermanic,15
aldermanly,16
aldermanry,16
aldermen,11
aldern,7
alders,7
aldohexose,21
aldose,7
aldoses,8
aldrin,7
ale,3
aleatoric,11
aleatory,11
alebench,15
alebenches,17
alecost,9
alecosts,10
alectryon,14
alectryons,15
alee,4
aleft,8
alegar,7
alegars,8
alegge,8
alegges,9
alembic,13
alembics,14
alembroth,16
alength,11
aleph,10
alephs,11
alepine,9
alerce,8
alerces,9
alerion,7
alerions,8
alert,5
alerted,8
alerting,9
alertly,10
alertness,9
alerts,6
ales,4
aleuron,7
aleurone,8
alevin,9
alevins,10
alew,7
alewashed,16
alewife,13
alewives,14
alexanders,18
alexia,13
alexic,15
alexin,13
alexins,14
alfa,7
alfalfa,13
alfalfas,14
alfas,8
alferez,19
alferezes,21
alforja,17
alforjas,18
alfresco,13
alga,5
algae,6
algal,6
algaroba,11
algarobas,12
algarroba,12
algarrobas,13
algate,7
algates,8
algebra,10
algebraic,14
algebraist,13
algebras,11
algerine,9
algerines,10
algesia,8
algesis,8
algicide,12
algicides,13
algid,7
algidity,13
algin,6
alginate,9
alginates,10
alginic,10
algoid,8
algolagnia,12
algologist,12
algology,13
algophobia,18
algorism,11
algorithm,15
algorithms,16
alguazil,18
alguazils,19
algum,8
algums,9
alias,5
aliases,7
aliasing,9
alibi,7
alibis,8
alicant,9
alicants,10
alicyclic,18
alidad,8
alidade,9
alidades,10
alidads,9
alien,5
alienable,11
alienage,9
alienate,8
alienated,10
alienates,9
alienating,11
alienation,10
alienator,9
alienators,10
aliened,8
alienee,7
alienees,8
aliening,9
alienism,10
alienist,8
alienists,9
alienor,7
alienors,8
aliens,6
aliform,12
alight,10
alighted,13
alighting,14
alights,11
align,6
aligned,9
aligning,10
alignment,12
alignments,13
aligns,7
alike,9
aliment,9
alimental,11
alimentary,15
alimented,12
alimenting,13
aliments,10
alimonies,11
alimony,12
aline,5
alineation,10
alined,7
alinement,11
alinements,12
alines,6
alining,8
aliped,9
alipeds,10
aliphatic,16
aliquant,17
aliquot,16
alisma,8
alismas,9
alit,4
aliunde,8
alive,8
aliveness,12
aliya,8
aliyah,12
alizari,16
alizarin,17
alizarine,18
alizaris,17
alkahest,15
alkali,10
alkalies,12
alkalified,18
alkalifies,17
alkalify,18
alkaline,12
alkalinise,14
alkalinity,17
alkalinize,23
alkalis,11
alkalise,12
alkalised,14
alkalises,13
alkalising,15
alkalize,21
alkalized,23
alkalizes,22
alkalizing,24
alkaloid,13
alkaloids,14
alkalosis,13
alkane,10
alkanes,11
alkanet,11
alkanets,12
alkene,10
alkenes,11
alkie,9
alkies,10
alky,11
alkyd,13
alkyds,14
alkyl,12
alkyls,13
alkyne,13
alkynes,14
all,3
allantoic,11
allantoid,10
allantoids,11
allantois,9
allargando,12
allative,11
allay,8
allayed,11
allayer,10
allayers,11
allaying,12
allayings,13
allayment,14
allayments,15
allays,9
allee,5
allees,6
allegation,11
allege,7
alleged,9
allegedly,14
alleger,8
allegers,9
alleges,8
allegge,9
allegges,10
allegiance,13
allegiant,10
alleging,10
allegoric,12
allegories,11
allegorise,11
allegorist,11
allegorize,20
allegory,12
allegretto,11
allegro,8
allegros,9
allele,6
alleles,7
alleluia,8
alleluias,9
allemande,12
allemandes,13
allenarly,12
allergen,9
allergenic,13
allergens,10
allergic,11
allergies,10
allergist,10
allergists,11
allergy,11
allerion,8
allerions,9
alleviate,12
alleviated,14
alleviates,13
alleviator,13
alley,8
alleyed,11
alleys,9
alleyway,17
alleyways,18
allheal,10
allheals,11
alliaceous,12
alliance,10
alliances,11
allice,8
allices,9
allied,7
allies,6
alligate,9
alligated,11
alligates,10
alligating,12
alligation,11
alligator,10
alligators,11
allis,5
allises,7
alliterate,10
allness,7
allocable,13
allocate,10
allocated,12
allocates,11
allocating,13
allocation,12
allochiria,15
allocution,12
allod,6
allodial,9
allodium,11
allodiums,12
allods,7
allogamous,13
allogamy,14
allograft,13
allografts,14
allograph,15
allographs,16
allometric,14
allometry,14
allomorph,16
allomorphs,17
allonge,8
allonges,9
allons,6
allonym,12
allonymous,15
allonyms,13
allopath,13
allopathic,17
allopaths,14
allopathy,17
allopatric,14
allophone,14
allophones,15
allophonic,17
alloplasm,13
alloplasms,14
allosaur,8
allosaurs,9
allosteric,12
allostery,12
allot,5
allotheism,15
allotment,11
allotments,12
allotrope,11
allotropes,12
allotropic,14
allotropy,14
allots,6
allotted,9
allottee,8
allottees,9
allotting,10
allow,8
allowable,14
allowably,17
allowance,14
allowances,15
allowed,11
allowedly,16
allowing,12
allows,9
alloy,8
alloyed,11
alloying,12
alloys,9
allseed,8
allseeds,9
allspice,12
allude,7
alluded,9
alludes,8
alluding,10
allure,6
allured,8
allurement,12
allurer,7
allurers,8
allures,7
alluring,9
alluringly,14
allusion,8
allusions,9
allusive,11
allusively,16
alluvia,10
alluvial,11
alluvion,11
alluvions,12
alluvium,13
alluviums,14
ally,7
allying,11
allyl,8
alma,6
almacantar,14
almah,10
almahs,11
almain,8
almanac,11
almanacs,12
almandine,12
almandines,13
almas,7
alme,6
almeh,10
almehs,11
almeries,10
almery,11
almes,7
almighty,17
almirah,12
almirahs,13
almond,9
almonds,10
almoner,9
almoners,10
almonries,11
almonry,12
almost,8
almous,8
alms,6
almucantar,14
almuce,10
almuces,11
almug,8
almugs,9
alnage,7
alnager,8
alnagers,9
alnages,8
alod,5
alodial,8
alodium,10
alodiums,11
alods,6
aloe,4
aloed,6
aloes,5
aloeswood,13
aloeswoods,14
aloetic,9
aloetics,10
aloft,8
alogia,7
alogical,11
aloha,8
alohas,9
alone,5
aloneness,9
along,6
alongshore,14
alongside,11
alongst,8
aloof,8
aloofly,13
aloofness,12
alopecia,12
alopecoid,14
aloud,6
alow,7
alowe,8
alp,5
alpaca,10
alpacas,11
alpargata,12
alpargatas,13
alpeen,8
alpeens,9
alpenhorn,14
alpenhorns,15
alpenstock,18
alpha,10
alphabet,15
alphabetic,19
alphabets,16
alphameric,19
alphas,11
alphorn,12
alphorns,13
alpine,8
alpines,9
alpinism,12
alpinist,10
alpinists,11
alps,6
already,11
alright,11
als,3
alsike,10
alsikes,11
also,4
alsoon,6
alt,3
altar,5
altarage,9
altarpiece,14
altars,6
altarwise,12
altazimuth,24
alter,5
alterable,11
alterant,8
alterants,9
alteration,10
alterative,13
altercate,11
altercated,13
altercates,12
altered,8
altering,9
alterity,11
altern,6
alternance,12
alternant,9
alternants,10
alternate,9
alternated,11
alternates,10
alternatim,12
alternator,10
alterne,7
alternes,8
alters,6
althaea,10
althaeas,11
althorn,10
althorns,11
although,15
altimeter,11
altimeters,12
altimetry,14
altisonant,10
altissimo,11
altitonant,10
altitude,9
altitudes,10
alto,4
altocumuli,14
altogether,14
altos,5
altostrati,10
altrices,10
altricial,11
altruism,10
altruist,8
altruistic,12
altruists,9
alts,4
aludel,7
aludels,8
alula,5
alulas,6
alum,6
alumina,9
aluminate,11
aluminates,12
aluminise,11
aluminised,13
aluminises,12
aluminium,13
aluminize,20
aluminized,22
aluminizes,21
aluminous,11
aluminum,12
alumish,12
alumium,11
alumna,8
alumnae,9
alumni,8
alumnus,9
alums,7
alunite,7
alure,5
alvearies,12
alveary,13
alveated,12
alveolar,11
alveolate,12
alveole,10
alveoles,11
alveoli,10
alveolitis,13
alveolus,11
alvine,9
alway,11
always,12
alyssum,12
alyssums,13
am,4
amabile,11
amadavat,14
amadavats,15
amadou,9
amadous,10
amah,9
amahs,10
amain,7
amalgam,12
amalgamate,15
amalgams,13
amandine,11
amandines,12
amanita,9
amanitas,10
amanuenses,12
amanuensis,12
amaracus,12
amaracuses,14
amarant,9
amaranth,13
amaranths,14
amarantine,12
amarants,10
amaretto,10
amarettos,11
amaryllid,15
amaryllids,16
amaryllis,14
amass,7
amassable,13
amassables,14
amassed,10
amasses,9
amassing,11
amassment,13
amate,7
amated,9
amates,8
amateur,9
amateurish,15
amateurism,14
amateurs,10
amating,10
amative,12
amatol,8
amatorial,11
amatorian,11
amatorious,12
amatory,12
amaurosis,11
amaurotic,13
amaze,16
amazed,18
amazedly,23
amazedness,22
amazement,22
amazes,17
amazing,19
amazingly,24
amazon,17
amazonian,20
amazonite,20
amazons,18
ambage,11
ambages,12
ambagious,14
ambagitory,18
amban,9
ambans,10
ambassador,15
ambassage,14
ambassages,15
ambassies,13
ambassy,14
ambatch,16
ambatches,18
amber,9
ambergris,14
amberite,12
amberjack,26
amberjacks,27
amberoid,13
amberoids,14
amberous,12
ambers,10
ambery,13
ambiance,14
ambidexter,22
ambience,14
ambient,11
ambients,12
ambiguity,17
ambiguous,14
ambisexual,21
ambisonics,16
ambit,9
ambition,12
ambitions,13
ambitious,13
ambits,10
ambitty,14
ambivalent,17
ambivert,15
ambiverts,16
amble,9
ambled,11
ambler,10
amblers,11
ambles,10
ambling,12
amblings,13
amblyopia,18
ambo,8
amboceptor,18
amboina,11
ambones,11
ambos,9
amboyna,14
ambries,11
ambroid,12
ambrosia,12
ambrosial,13
ambrosian,13
ambrotype,18
ambrotypes,19
ambry,12
ambulacra,15
ambulacral,16
ambulacrum,18
ambulance,15
ambulances,16
ambulant,12
ambulants,13
ambulate,12
ambulated,14
ambulates,13
ambulating,15
ambulation,14
ambulator,13
ambulators,14
ambulatory,17
ambuscade,16
ambuscaded,18
ambuscades,17
ambuscado,16
ambuscados,17
ambush,13
ambushed,16
ambusher,15
ambushers,16
ambushes,15
ambushing,17
ambushment,19
ameba,9
amebae,10
amebas,10
amebic,12
amebiform,18
ameboid,12
ameer,7
ameers,8
ameiosis,10
amelcorn,12
amelcorns,13
amelia,8
ameliorate,12
amen,6
amenable,12
amenably,15
amenage,10
amend,8
amendable,14
amendatory,16
amende,9
amended,11
amender,10
amenders,11
amending,12
amendment,14
amendments,15
amends,9
amene,7
amened,9
amener,8
amenest,9
amening,10
amenities,11
amenity,12
amenorrhea,15
amens,7
ament,7
amenta,8
amental,9
amentia,9
aments,8
amentum,11
amerce,10
amerceable,16
amerced,12
amercement,16
amerces,11
amerciable,16
amercing,13
americium,15
ametabolic,16
amethyst,16
amethysts,17
ami,5
amiability,17
amiable,11
amiably,14
amianthus,14
amiantus,10
amicable,14
amicably,17
amice,9
amices,10
amici,9
amicus,10
amid,7
amide,8
amides,9
amidmost,13
amidships,17
amidst,9
amie,6
amigo,8
amigos,9
amildar,10
amildars,11
amine,7
amines,8
amir,6
amirs,7
amis,6
amiss,7
amissible,13
amissing,11
amities,9
amitosis,10
amitotic,12
amity,10
amla,6
amlas,7
amman,9
ammans,10
ammeter,11
ammeters,12
ammiral,11
ammirals,12
ammo,8
ammon,9
ammonal,11
ammonia,11
ammoniac,14
ammoniacal,16
ammoniacum,18
ammoniated,15
ammonite,12
ammonites,13
ammonium,14
ammonoid,13
ammons,10
ammunition,14
amnesia,9
amnesiac,12
amnesiacs,13
amnesic,11
amnesics,12
amnestied,12
amnesties,11
amnesty,12
amnestying,16
amnia,7
amnion,8
amniotic,12
amoeba,10
amoebae,11
amoebaean,13
amoebas,11
amoebiasis,14
amoebic,13
amoebiform,19
amoeboid,13
amok,10
amomum,12
amomums,13
among,8
amongst,10
amoral,8
amoralism,13
amoralist,11
amoralists,12
amorance,12
amorant,9
amoret,8
amorets,9
amoretti,10
amoretto,10
amorini,9
amorino,9
amorism,11
amorist,9
amorists,10
amornings,12
amorosa,9
amorosas,10
amorosity,14
amoroso,9
amorosos,10
amorous,9
amorously,14
amorphism,18
amorphous,16
amort,7
amortise,10
amortised,12
amortises,11
amortising,13
amortize,19
amortized,21
amortizes,20
amortizing,22
amosite,9
amount,8
amounted,11
amounting,12
amounts,9
amour,7
amourette,11
amourettes,12
amours,8
amove,10
amp,7
ampassies,13
ampassy,14
ampelopses,16
ampelopsis,16
amperage,13
amperages,14
ampere,10
amperes,11
ampersand,14
ampersands,15
amphibian,18
amphibians,19
amphibious,19
amphibole,18
amphiboles,19
amphibolic,21
amphiboly,21
amphibrach,24
amphigory,20
amphimacer,21
amphimixis,26
amphioxus,23
amphipod,18
amphipods,19
amphiscian,19
ampholyte,19
ampholytes,20
amphora,14
amphorae,15
amphoric,17
amphoteric,19
ample,9
ampleness,13
ampler,10
amplest,11
amplexus,19
ampliation,14
ampliative,17
amplified,17
amplifier,16
amplifiers,17
amplifies,16
amplify,17
amplifying,21
amplitude,14
amplitudes,15
amply,12
ampoule,11
ampoules,12
amps,8
ampul,9
ampule,10
ampules,11
ampulla,11
ampullae,12
ampuls,10
amputate,12
amputated,14
amputates,13
amputating,15
amputation,14
amputator,13
amputators,14
amputee,11
amputees,12
amrit,7
amrita,8
amritas,9
amritattva,15
amrits,8
amtman,10
amtmans,11
amtrack,15
amtracks,16
amuck,13
amulet,8
amuletic,12
amulets,9
amusable,12
amuse,7
amused,9
amusedly,14
amusement,13
amusements,14
amuser,8
amusers,9
amuses,8
amusette,10
amusettes,11
amusing,10
amusingly,15
amusive,12
amygdal,14
amygdala,15
amygdalas,16
amygdale,15
amygdales,16
amygdalin,16
amygdaloid,18
amygdule,15
amygdules,16
amyl,9
amylaceous,17
amylase,12
amylases,13
amylene,12
amylenes,13
amyloid,13
amyloidal,15
amylopsin,16
amylum,13
amyotrophy,23
an,2
ana,3
anabaptise,14
anabaptism,16
anabaptist,14
anabaptize,23
anabas,8
anabases,10
anabasis,10
anabatic,12
anabiosis,11
anabiotic,13
anableps,12
anablepses,14
anabolic,12
anabolism,13
anabolite,11
anabolites,12
anabranch,16
anacardium,15
anacharis,14
anachronic,17
anaclastic,14
anacolutha,15
anaconda,11
anacondas,12
anacruses,11
anacrusis,11
anacrustic,14
anadem,9
anadems,10
anadromous,13
anadyomene,16
anaemia,9
anaemic,11
anaerobe,10
anaerobes,11
anaerobic,13
anaglyph,17
anaglyphic,21
anaglyphs,18
anaglypta,15
anaglyptas,16
anaglyptic,18
anagoge,9
anagoges,10
anagogic,12
anagogical,14
anagogies,11
anagogy,12
anagram,10
anagrammed,16
anagrams,11
anal,4
analcime,12
analcite,10
analecta,10
analectic,13
analects,10
analemma,12
analemmas,13
analeptic,13
analgesia,10
analgesic,12
analgesics,13
anally,9
analog,7
analogic,11
analogical,13
analogies,10
analogise,10
analogised,12
analogises,11
analogist,10
analogists,11
analogize,19
analogized,21
analogizes,20
analogon,9
analogons,10
analogous,10
analogs,8
analogue,9
analogues,10
analogy,11
analphabet,17
analysable,15
analysand,13
analysands,14
analyse,10
analysed,12
analyser,11
analysers,12
analyses,11
analysing,13
analysis,11
analyst,10
analysts,11
analytic,13
analytical,15
analytics,14
analyzable,24
analyze,19
analyzed,21
analyzer,20
analyzers,21
analyzes,20
analyzing,22
anamneses,11
anamnesis,11
anamnestic,14
anamorphic,19
anan,4
anana,5
ananas,6
ananases,8
anandrous,10
ananke,10
anans,5
ananthous,12
anapaest,10
anapaestic,14
anapaests,11
anapest,9
anapests,10
anaphase,13
anaphora,13
anaphoras,14
anaphoric,16
anaplastic,14
anaplasty,14
anaptyctic,19
anaptyxis,21
anarch,11
anarchal,13
anarchial,14
anarchic,15
anarchical,17
anarchies,14
anarchise,14
anarchised,16
anarchises,15
anarchism,16
anarchisms,17
anarchist,14
anarchists,15
anarchize,23
anarchized,25
anarchizes,24
anarchs,12
anarchy,15
anarthrous,13
anas,4
anasarca,10
anastasis,9
anastatic,11
anastigmat,13
anastomose,12
anastrophe,15
anatase,7
anathema,13
anathemas,14
anatomic,12
anatomical,14
anatomies,11
anatomise,11
anatomised,13
anatomises,12
anatomist,11
anatomists,12
anatomize,20
anatomized,22
anatomizes,21
anatomy,12
anatropous,12
anatta,6
anattas,7
anatto,6
anattos,7
anaxial,14
anburies,10
anbury,11
ance,6
ancestor,10
ancestors,11
ancestral,11
ancestress,12
ancestries,12
ancestry,13
anchor,11
anchorage,15
anchorages,16
anchored,14
anchoress,14
anchoret,13
anchoretic,17
anchorets,14
anchoring,15
anchorite,14
anchorites,15
anchoritic,17
anchorless,15
anchorman,16
anchormen,16
anchors,12
anchoveta,17
anchovies,17
anchovy,18
anchylose,17
anchylosed,19
anchyloses,18
anchylosis,18
ancient,9
anciently,14
ancientry,14
ancients,10
ancile,8
ancillary,14
ancipital,13
ancipitous,14
ancle,7
ancles,8
ancome,10
ancomes,11
ancon,7
ancones,9
ancora,8
ancress,9
ancresses,11
and,4
andalusite,11
andante,8
andantes,9
andantino,10
andantinos,11
andesine,9
andesite,9
andesitic,12
andiron,8
andirons,9
androecial,13
androecium,15
androgen,10
androgenic,14
androgens,11
androgyne,14
androgynes,15
androgyny,17
android,9
androids,10
andromeda,13
andromedas,14
androphore,16
ands,5
andvile,11
andviles,12
ane,3
anear,5
aneared,8
anearing,9
anears,6
aneath,9
anecdotage,14
anecdotal,12
anecdote,11
anecdotes,12
anecdotist,13
anechoic,15
anelace,9
anelaces,10
anele,5
aneled,7
aneles,6
aneling,8
anemia,8
anemic,10
anemogram,14
anemograms,15
anemograph,18
anemology,15
anemometer,14
anemometry,17
anemone,9
anemones,10
anemophily,20
anent,5
anerly,9
aneroid,8
aneroids,9
anes,4
anesthesia,13
anesthetic,15
anestrum,10
anestrus,8
anetic,8
aneuploid,12
aneurin,7
aneurism,10
aneurismal,12
aneurisms,11
aneurysm,13
aneurysmal,15
aneurysms,14
anew,7
angary,10
angekok,16
angekoks,17
angel,6
angelhood,14
angelhoods,15
angelic,10
angelica,11
angelical,12
angelicas,12
angelology,15
angels,7
angelus,8
angeluses,10
anger,6
angered,9
angering,10
angerless,10
angerly,11
angers,7
angico,9
angicos,10
angina,7
anginal,8
angiogram,13
angiograms,14
angioma,10
angiomas,11
angiomata,12
angiosperm,15
angle,6
angleberry,16
angled,8
angledozer,21
anglepoise,13
angler,7
anglers,8
angles,7
anglesite,10
anglewise,13
anglice,10
anglicise,12
anglicised,14
anglicises,13
anglicism,14
anglicisms,15
anglicist,12
anglicists,13
anglicize,21
anglicized,23
anglicizes,22
anglified,14
anglifies,13
anglify,14
anglifying,18
angling,9
anglings,10
anglist,8
anglists,9
anglomania,13
anglophil,15
anglophile,16
anglophils,16
anglophobe,18
anglophone,16
angora,7
angoras,8
angrier,8
angriest,9
angrily,11
angriness,10
angry,9
angst,6
angsts,7
anguiform,15
anguine,8
anguiped,12
anguipede,13
anguish,11
anguished,14
anguishes,13
anguishing,15
angular,8
angularity,14
angulate,9
angulated,11
angulation,11
angwantibo,16
anharmonic,17
anhedonia,13
